Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,scaled_loc_dirty
108,1639632921789.jpg,1639632934559.jpg,1639632950131.jpg,1639632966552.jpg,1639632977803.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
109,1639633149567.jpg,1639633158535.jpg,1639633179655.jpg,1639633197669.jpg,1639633205689.jpg,0,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.0,0.8,1.0,0.2,1.0
110,1639633319679.jpg,1639633331144.jpg,1639633355528.jpg,1639633388064.jpg,1639633444940.jpg,0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.4,0.2,0.6,0.0,0.6,0.4,0.0,1.0
111,1639633641204.jpg,1639633652966.jpg,1639633661708.jpg,1639633674716.jpg,1639633698316.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.2,0.4,0.4,0.6,0.0,1.0
112,1639633810335.jpg,1639633822355.jpg,1639633831291.jpg,1639633838906.jpg,1639633847094.jpg,0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,0.2,0.2,0.0,0.4,0.2,0.2,0.0,1.0,0.4,0.0,1.0
113,1639634024076.jpg,1639634038808.jpg,1639634051411.jpg,1639634064276.jpg,1639634081144.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.6,0.2,0.2,0.2,1.0,0.8,0.0,1.0
114,1639634267974.jpg,1639634299778.jpg,1639634322590.jpg,1639634365114.jpg,1639634378498.jpg,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.2,0.0,0.8,0.4,0.0,1.0
115,1639634522429.jpg,1639634531376.jpg,1639634539011.jpg,1639634548602.jpg,1639634556513.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.8,0.6,0.6,0.8,0.8,0.8,0.6,0.0,1.0
116,1639634677755.jpg,1639634685971.jpg,1639634693468.jpg,1639634703285.jpg,1639634714928.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.4,1.0,1.0,0.8,0.4,0.0,1.0
117,1639634842989.jpg,1639634851694.jpg,1639634860814.jpg,1639634870634.jpg,1639634879147.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.8,1.0,1.0,1.0,0.6,1.0,1.0,0.0,1.0
118,1639635086436.jpg,1639635096179.jpg,1639635104752.jpg,1639635117141.jpg,1639635125294.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.0,1.0,1.0,0.8,0.8,1.0,0.0,1.0
119,1639635370405.jpg,1639635384614.jpg,1639635406318.jpg,1639635419464.jpg,1639635429098.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,1.0,0.6,1.0,1.0,0.8,1.0,0.0,1.0
120,1639635566294.jpg,1639635579224.jpg,1639635587047.jpg,1639635597314.jpg,1639635604613.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,0.0,1.0
121,1640160412959.jpg,1640160423931.jpg,1640160436308.jpg,1640160446150.jpg,1640160462433.jpg,1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.4,0.0,0.0,0.2,0.4,0.4,0.8,0.6,1.0
122,1640160727961.jpg,1640160742293.jpg,1640160754704.jpg,1640160768312.jpg,1640160778248.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8,0.2,0.0,0.2,0.0,0.8,0.0,1.0,0.4,0.2,1.0
123,1640161259488.jpg,1640161295831.jpg,1640161307310.jpg,1640161318281.jpg,1640161332341.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.8,0.4,0.2,1.0,0.8,0.8,0.6,0.0,1.0
124,1640161910042.jpg,1640161921582.jpg,1640161934992.jpg,1640161948348.jpg,1640161966873.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.6,0.4,0.8,0.4,0.2,1.0
125,1640162802170.jpg,1640162811618.jpg,1640162823731.jpg,1640162845282.jpg,1640162869514.jpg,3,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.6,0.4,0.2,0.8,1.0,0.6,0.6,0.6,2.0
126,1640163507462.jpg,1640163532689.jpg,1640163542980.jpg,1640163554240.jpg,1640163568195.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.8,0.0,0.6,0.8,0.0,1.0
127,1640164199497.jpg,1640164211662.jpg,1640164222658.jpg,1640164232072.jpg,1640164247449.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.8,0.2,1.0,0.0,0.0,1.0
128,1640164810369.jpg,1640164824152.jpg,1640164853574.jpg,1640164863336.jpg,1640164874844.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,2.0
129,1640165404813.jpg,1640165421294.jpg,1640165434798.jpg,1640165443801.jpg,1640165458653.jpg,2,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.6,0.0,0.6,0.0,0.0,0.2,0.2,0.6,0.4,0.0,1.0
130,1640166344863.jpg,1640166363435.jpg,1640166385042.jpg,1640166416378.jpg,1640166435054.jpg,8,0.4,0.8,0.6,0.6,1.0,0.4,0.4,0.4,0.8,0.2,0.0,0.0,0.6,0.2,0.4,0.2,0.0,4.0
131,1640167174533.jpg,1640167189783.jpg,1640167205413.jpg,1640167226790.jpg,1640167262413.jpg,7,0.8,0.8,0.6,0.6,1.0,0.8,0.6,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,4.0
132,1640167533090.jpg,1640167554871.jpg,1640167572454.jpg,1640167584676.jpg,1640167597529.jpg,8,0.6,0.8,0.6,0.6,1.0,0.6,0.4,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,4.0
133,1640167926066.jpg,1640167948791.jpg,1640167960214.jpg,1640167976472.jpg,1640168001355.jpg,6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.6,0.0,0.6,0.2,0.0,3.0
134,1640168990592.jpg,1640169027582.jpg,1640169052403.jpg,1640169064406.jpg,1640169076616.jpg,8,0.4,0.6,0.4,0.6,0.8,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,4.0
135,1640169731766.jpg,1640169753769.jpg,1640169762707.jpg,1640169771746.jpg,1640169792392.jpg,2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.6,0.6,0.0,0.2,1.0
136,1640170365865.jpg,1640170390542.jpg,1640170409801.jpg,1640170427763.jpg,1640170444814.jpg,9,0.4,0.4,0.4,0.4,1.0,0.6,0.4,0.8,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.2,5.0
137,1640179304639.jpg,1640179320276.jpg,1640179340979.jpg,1640179359245.jpg,1640179372495.jpg,4,0.2,0.4,0.4,0.4,0.6,0.2,0.6,0.2,1.0,0.0,0.6,0.2,0.6,0.0,0.4,0.6,0.0,2.0
138,1640179539514.jpg,1640179606119.jpg,1640179583697.jpg,1640179624176.jpg,1640179639312.jpg,3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,1.0,0.4,0.6,0.6,0.8,0.0,0.8,0.8,0.0,2.0
139,1640179767861.jpg,1640179790718.jpg,1640179805845.jpg,1640179817049.jpg,1640179835341.jpg,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.8,0.4,0.4,1.0,0.6,0.4,0.4,0.0,1.0
140,1640180166513.jpg,1640180179582.jpg,1640180190972.jpg,1640180214029.jpg,1640180235819.jpg,3,0.2,0.2,0.0,0.2,0.4,0.2,0.6,0.2,0.6,0.4,0.6,0.0,1.0,0.4,0.8,0.6,0.0,2.0
141,1640180558677.jpg,1640180574578.jpg,1640180601800.jpg,1640180617736.jpg,1640180629744.jpg,8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,1.0,0.4,0.0,0.0,0.8,0.4,0.6,0.0,0.0,4.0
142,1640180774040.jpg,1640180794398.jpg,1640180802538.jpg,1640180816959.jpg,1640180826060.jpg,9,0.6,0.8,0.4,0.8,1.0,0.8,0.0,0.6,1.0,0.2,0.6,0.4,0.6,0.0,0.2,0.8,0.0,5.0
143,1640181025266.jpg,1640181037691.jpg,1640181054208.jpg,1640181074485.jpg,1640181092946.jpg,5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2,1.0,0.0,0.2,0.0,0.8,0.0,0.4,0.2,0.0,3.0
144,1640181219200.jpg,1640181233482.jpg,1640181247927.jpg,1640181258692.jpg,1640181269895.jpg,6,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.8,0.6,0.0,0.8,0.2,0.8,0.2,0.8,0.6,0.0,3.0
145,1640181509925.jpg,1640181525082.jpg,1640181536049.jpg,1640181549113.jpg,1640181573714.jpg,6,0.0,0.4,0.0,0.2,0.2,0.2,0.6,0.2,0.6,0.2,0.6,0.2,1.0,0.0,0.8,0.8,0.0,3.0
146,1640181765290.jpg,1640181775061.jpg,1640181789245.jpg,1640181803503.jpg,1640181823040.jpg,8,0.4,0.8,0.8,0.6,1.0,0.8,1.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,4.0
147,1640181950100.jpg,1640181968266.jpg,1640181978704.jpg,1640181991813.jpg,1640182010134.jpg,2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.0,0.0,0.4,0.4,0.6,0.0,0.0,1.0
148,1640182150567.jpg,1640182163458.jpg,1640182178877.jpg,1640182190180.jpg,1640182210089.jpg,2,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,1.0
149,1640182333628.jpg,1640182349836.jpg,1640182360615.jpg,1640182370222.jpg,1640182397656.jpg,4,0.4,0.6,0.6,0.4,0.6,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,2.0
150,1640182583707.jpg,1640182599546.jpg,1640182631080.jpg,1640182655554.jpg,1640182686531.jpg,8,0.4,0.6,0.6,0.6,0.6,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,4.0
151,1640182800970.jpg,1640182812742.jpg,1640182823852.jpg,1640182839090.jpg,1640182852883.jpg,8,0.2,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,4.0
152,1640182995414.jpg,1640183006737.jpg,1640183019382.jpg,1640183032692.jpg,1640183064140.jpg,9,0.4,0.6,0.2,0.2,0.6,0.4,0.2,0.6,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.0
153,1640183244140.jpg,1640183255235.jpg,1640183268743.jpg,1640183282844.jpg,1640183302660.jpg,9,0.4,0.6,0.6,0.4,0.8,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,5.0
154,1640183478147.jpg,1640183491879.jpg,1640183502818.jpg,1640183518439.jpg,1640183559078.jpg,9,0.2,0.6,0.4,0.4,0.6,0.4,0.2,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,5.0
155,1640183729766.jpg,1640183748098.jpg,1640183767489.jpg,1640183777954.jpg,1640183788774.jpg,8,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.8,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,4.0
156,1640183992428.jpg,1640184003780.jpg,1640184012175.jpg,1640184023994.jpg,1640184034880.jpg,7,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,4.0
157,1640184194874.jpg,1640184208865.jpg,1640184231442.jpg,1640184242058.jpg,1640184259343.jpg,6,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.2,0.2,0.2,0.8,0.2,0.0,0.2,0.0,3.0
158,1640184483504.jpg,1640184501050.jpg,1640184520492.jpg,1640184530373.jpg,1640184548784.jpg,8,0.8,0.8,0.8,0.8,1.0,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.0,4.0
159,1640184714191.jpg,1640184775354.jpg,1640184760835.jpg,1640184798940.jpg,1640184808178.jpg,6,0.4,0.8,0.8,0.6,1.0,0.6,0.2,0.2,0.4,0.4,0.0,0.0,0.2,0.2,0.6,0.0,0.0,3.0
160,1640184965477.jpg,1640184975289.jpg,1640184988892.jpg,1640185004475.jpg,1640185014737.jpg,8,0.6,0.8,0.8,0.8,0.8,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.8,0.2,0.0,0.4,0.0,4.0
161,1640186217955.jpg,1640186236236.jpg,1640186248821.jpg,1640186261566.jpg,1640186278151.jpg,8,0.8,0.6,0.4,0.6,0.8,0.6,0.4,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,4.0
162,1640186611259.jpg,1640186627995.jpg,1640186655399.jpg,1640186669428.jpg,1640186677284.jpg,9,0.8,0.8,0.6,0.8,1.0,0.8,0.2,1.0,0.8,0.2,0.0,0.0,0.6,0.2,0.8,0.0,0.0,5.0
163,1640186911307.jpg,1640186927700.jpg,1640186950352.jpg,1640186999492.jpg,1640187015763.jpg,4,0.6,0.6,0.2,0.4,0.8,0.6,0.0,0.8,0.4,0.0,0.2,0.2,0.2,0.0,0.8,0.2,0.0,2.0
164,1640187387302.jpg,1640187396777.jpg,1640187406450.jpg,1640187417553.jpg,1640187439584.jpg,0,0.2,0.2,0.2,0.2,0.6,0.2,0.0,1.0,0.0,0.0,0.6,0.6,1.0,0.0,0.8,0.6,0.0,1.0
165,1640188284030.jpg,1640188297939.jpg,1640188308781.jpg,1640188317004.jpg,1640188328457.jpg,2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.4,0.0,0.0,0.2,0.0,1.0,0.2,0.6,0.2,0.0,1.0
166,1640188833759.jpg,1640188849238.jpg,1640188873500.jpg,1640188886882.jpg,1640188896842.jpg,5,0.4,0.4,0.4,0.4,0.6,0.6,0.6,1.0,1.0,0.4,0.2,0.0,0.0,0.0,0.8,0.2,0.4,3.0
167,1640582368185.jpg,1640582377219.jpg,1640582388213.jpg,1640582396488.jpg,1640582409531.jpg,2,0.0,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1.0
168,1640583073428.jpg,1640583086141.jpg,1640583113421.jpg,1640583126823.jpg,1640583140510.jpg,2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.0,0.0,0.0,0.8,0.6,0.6,0.0,0.6,0.8,0.8,1.0
169,1640583740018.jpg,1640583752713.jpg,1640583769317.jpg,1640583776140.jpg,1640583792245.jpg,6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,1.0,0.0,0.4,0.0,0.2,0.0,1.0,0.2,0.2,3.0
170,1640584166463.jpg,1640584178900.jpg,1640584186979.jpg,1640584196511.jpg,1640584211594.jpg,0,0.2,0.0,0.0,0.2,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.2,0.0,0.2,1.0,0.2,0.2,1.0
171,1640585590419.jpg,1640585599433.jpg,1640585630779.jpg,1640585642819.jpg,1640585659423.jpg,0,0.2,0.2,0.0,0.2,0.4,0.2,0.8,0.8,1.0,0.0,0.2,0.2,0.2,0.0,0.6,0.4,0.2,1.0
172,1640586065953.jpg,1640586076657.jpg,1640586089663.jpg,1640586098209.jpg,1640586108457.jpg,1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,1.0
173,1640586843824.jpg,1640586852473.jpg,1640586860839.jpg,1640586873402.jpg,1640586883101.jpg,3,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,2.0
174,1640587520606.jpg,1640587539861.jpg,1640587554832.jpg,1640587565916.jpg,1640587588361.jpg,1,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.6,0.6,0.0,0.2,0.0,0.4,0.0,0.8,0.4,0.0,1.0
175,1640587940381.jpg,1640587959707.jpg,1640587970155.jpg,1640587980673.jpg,1640587991071.jpg,3,0.2,0.2,0.2,0.2,0.8,0.2,0.6,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,2.0
176,1640588491229.jpg,1640588502375.jpg,1640588511104.jpg,1640588523113.jpg,1640588538326.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,1.0,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.2,1.0
177,1640588970621.jpg,1640588979608.jpg,1640588987420.jpg,1640588996515.jpg,1640589033013.jpg,2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0
178,1640589674630.jpg,1640589782530.jpg,1640589718065.jpg,1640589732924.jpg,1640589746866.jpg,2,0.8,0.4,0.2,0.4,1.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,1.0
179,1640590707080.jpg,1640590742430.jpg,1640590750585.jpg,1640590761464.jpg,1640590771648.jpg,2,0.8,0.4,0.2,0.6,0.6,1.0,0.2,1.0,0.8,0.0,0.2,0.0,0.4,0.0,0.6,0.4,0.2,1.0
180,1640591356511.jpg,1640591371136.jpg,1640591381138.jpg,1640591392372.jpg,1640591400559.jpg,7,0.4,0.6,0.6,0.6,1.0,0.4,0.4,0.6,0.8,0.0,0.2,0.0,0.4,0.0,1.0,0.2,0.0,4.0
181,1640591768308.jpg,1640591780681.jpg,1640591797211.jpg,1640591806396.jpg,1640591854626.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.4,0.0,0.0,0.0,1.0,0.4,0.0,1.0
182,1640593050663.jpg,1640593107260.jpg,1640593070690.jpg,1640593084188.jpg,1640593093701.jpg,7,0.8,0.6,0.6,0.6,0.8,0.8,0.2,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,4.0
183,1640593517286.jpg,1640593524753.jpg,1640593532499.jpg,1640593555786.jpg,1640593624861.jpg,2,0.8,0.8,0.8,1.0,1.0,0.8,1.0,0.6,1.0,0.0,0.4,0.0,0.2,0.0,0.2,0.6,0.6,1.0
184,1640594092816.jpg,1640594105357.jpg,1640594113508.jpg,1640594121961.jpg,1640594133877.jpg,6,0.8,0.8,0.8,0.8,0.8,0.8,0.2,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,0.2,3.0
185,1640597234802.jpg,1640597245401.jpg,1640597266770.jpg,1640597276283.jpg,1640597287009.jpg,1,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,1.0
186,1640598675156.jpg,1640598689729.jpg,1640598702852.jpg,1640598710491.jpg,1640598723537.jpg,6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,1.0,0.0,0.2,0.4,0.4,0.4,0.2,0.4,0.6,0.6,3.0
187,1640600410481.jpg,1640600420909.jpg,1640600429026.jpg,1640600437461.jpg,1640600455221.jpg,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.8,0.4,0.2,0.0,0.6,0.0,0.2,0.0,3.0
188,1640602278197.jpg,1640602284538.jpg,1640602294598.jpg,1640602303711.jpg,1640602331320.jpg,7,0.6,0.6,0.6,0.8,0.8,0.6,0.0,1.0,0.0,0.2,0.4,0.0,0.4,0.2,0.0,0.2,0.0,4.0
189,1640602865099.jpg,1640602874139.jpg,1640602883540.jpg,1640602896474.jpg,1640602904673.jpg,6,0.6,0.4,0.2,0.4,0.6,0.6,0.2,0.8,1.0,0.0,0.2,0.0,0.2,0.0,0.6,0.4,0.0,3.0
190,1640603301161.jpg,1640603312089.jpg,1640603324602.jpg,1640603333506.jpg,1640603348496.jpg,2,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.6,0.0,0.2,0.2,0.0,0.6,0.6,0.4,0.4,0.0,1.0
191,1640604669183.jpg,1640604679226.jpg,1640604687144.jpg,1640604694576.jpg,1640604719691.jpg,0,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,1.0,0.0,0.2,0.0,0.2,0.0,1.0,0.2,0.2,1.0
192,1640616724732.jpg,1640616735191.jpg,1640616744360.jpg,1640616753827.jpg,1640616762226.jpg,5,0.4,0.6,0.6,0.6,0.6,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0
193,1640617143537.jpg,1640617152070.jpg,1640617163922.jpg,1640617173638.jpg,1640617183100.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.2,0.0,0.4,0.2,0.2,0.0,1.0,0.4,0.0,1.0
194,1640617647530.jpg,1640617671773.jpg,1640617682143.jpg,1640617689226.jpg,1640617698340.jpg,5,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.8,0.6,0.0,0.6,0.2,0.8,0.0,1.0,0.4,0.0,3.0
195,1640617971150.jpg,1640617977903.jpg,1640617997260.jpg,1640618005712.jpg,1640618013722.jpg,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
196,1640618454275.jpg,1640618463640.jpg,1640618474631.jpg,1640618488559.jpg,1640618500694.jpg,1,0.8,0.2,0.0,0.4,0.6,0.8,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
197,1640618827945.jpg,1640618835930.jpg,1640618842480.jpg,1640618850897.jpg,1640618858393.jpg,1,0.2,0.2,0.2,0.2,0.4,0.2,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,1.0
198,1640619379341.jpg,1640619391973.jpg,1640619403543.jpg,1640619415436.jpg,1640619434394.jpg,8,0.0,0.2,0.2,0.4,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,4.0
199,1640620050792.jpg,1640620059994.jpg,1640620068608.jpg,1640620088761.jpg,1640620098934.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0
200,1640620741285.jpg,1640620749479.jpg,1640620757083.jpg,1640620765893.jpg,1640620778501.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.2,0.6,0.0,0.0,2.0
201,1640621122061.jpg,1640621229599.jpg,1640621147610.jpg,1640621158267.jpg,1640621168107.jpg,1,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.2,0.0,0.2,0.0,0.6,0.0,0.8,0.0,0.0,1.0
202,1637898111246.jpg,1637898139271.jpg,1637898168990.jpg,1637898196684.jpg,1637898237956.jpg,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.6,1.0,1.0,0.8,0.8,1.0
203,1637898644126.jpg,1637898679062.jpg,1637898698250.jpg,1637898733282.jpg,1637898765503.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.2,0.0,1.0
204,1637898907037.jpg,1637898922014.jpg,1637898967809.jpg,1637899025669.jpg,1637899068558.jpg,0,0.6,0.0,0.0,0.0,0.2,0.6,0.0,1.0,0.8,1.0,0.0,0.0,0.8,1.0,1.0,0.0,0.0,1.0
205,1637899194155.jpg,1637899211224.jpg,1637899228857.jpg,1637899254682.jpg,1637899273106.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,0.0,0.0,0.2,0.8,0.8,0.2,0.0,1.0
206,1637899425840.jpg,1637899451566.jpg,1637899466510.jpg,1637899484871.jpg,1637899517175.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.0,0.0,0.0,0.4,0.8,0.2,0.0,1.0
207,1637899628207.jpg,1637899652749.jpg,1637899682824.jpg,1637899699268.jpg,1637899730455.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,0.4,0.2,0.0,0.0,0.4,1.0,0.4,0.0,1.0
208,1637899897851.jpg,1637899915362.jpg,1637899929337.jpg,1637899945061.jpg,1637899971653.jpg,1,0.4,0.0,0.0,0.0,0.2,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.6,0.6,1.0,0.2,0.0,1.0
209,1637900094568.jpg,1637900113408.jpg,1637900133886.jpg,1637900145560.jpg,1637900166333.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,0.0,0.0,0.2,0.4,1.0,0.4,0.0,1.0
210,1637900301481.jpg,1637900323928.jpg,1637900338840.jpg,1637900361347.jpg,1637900389595.jpg,0,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.8,1.0,0.2,0.2,0.2,0.4,0.0,1.0,0.8,0.0,1.0
211,1637900762101.jpg,1637900782566.jpg,1637900818487.jpg,1637900845265.jpg,1637900895804.jpg,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4,0.0,0.0,0.2,0.2,1.0,0.6,0.0,1.0
212,1637901048729.jpg,1637901072387.jpg,1637901096438.jpg,1637901126312.jpg,1637901155176.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.4,0.0,1.0
213,1637901313955.jpg,1637901330541.jpg,1637901353507.jpg,1637901370877.jpg,1637901397337.jpg,0,0.2,0.2,0.2,0.2,0.4,0.2,0.0,1.0,0.6,0.8,0.0,0.0,0.2,0.8,1.0,0.2,0.0,1.0
214,1637901531989.jpg,1637901547126.jpg,1637901638440.jpg,1637901578356.jpg,1637901608356.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.2,0.0,0.0,0.4,0.2,1.0,0.6,0.0,1.0
215,1637901833659.jpg,1637901859611.jpg,1637901871471.jpg,1637901895465.jpg,1637901928792.jpg,0,0.2,0.0,0.0,0.2,0.0,0.4,0.2,1.0,1.0,0.2,0.2,0.0,0.6,0.4,1.0,0.4,0.0,1.0
216,1637902060816.jpg,1637902114376.jpg,1637902137207.jpg,1637902150720.jpg,1637902163873.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.2,0.2,1.0,0.2,0.0,1.0
